apartment_id,full_jibun_addr,latitude,longitude
11126,서울특별시 부암동 265-10,37.59225139999999,126.9640291
966,서울특별시 내수동 71,37.5739635,126.9712851
439,서울특별시 창신동 601-5,37.5777667,127.0100319
54,서울특별시 연건동 60-1,37.5791103,127.001077
11218,서울특별시 숭인동 473,37.5785301,127.0213273
3077,서울특별시 창신동 578-5,37.5724003,127.01102
9028,서울특별시 창신동 640-76,37.5754048,127.0093688
437,서울특별시 창신동 601-1,37.5779831,127.0097876
56,서울특별시 창신동 627-120,37.5757515,127.0089564
9856,서울특별시 숭인동 535,37.5784322,127.02051
1988,서울특별시 평창동 155-1,37.6074371,126.9702491
2903,서울특별시 창신동 639-50,37.5761158,127.0099083
7092,서울특별시 숭인동 569-4,37.5774799,127.0191477
4041,서울특별시 평창동 102,37.6101423,126.9748344
3497,서울특별시 숭인동 233-6,37.5721306,127.020078
372,서울특별시 충신동 62-2,37.5751369,127.0040451
10132,서울특별시 창신동 639-20,37.57599950000001,127.0093605
4468,서울특별시 무악동 66-1,37.5761433,126.9579258
12615,서울특별시 창신동 627-21,37.57719160000001,127.0092435
7091,서울특별시 숭인동 569-5,37.5773596,127.0192093
9777,서울특별시 숭인동 201-11,37.5738382,127.0213071
5782,서울특별시 숭인동 296-19,37.57240669999999,127.0167295
9792,서울특별시 숭인동 1392,37.573716,127.0227201
9774,서울특별시 숭인동 1421-1,37.57344450000001,127.0223771
9283,서울특별시 연건동 195-10,37.5754386,127.0018455
7090,서울특별시 숭인동 569,37.577499,127.0189812
9364,서울특별시 창신동 602,37.5773349,127.0096973
9778,서울특별시 숭인동 202-3,37.5735486,127.0216989
7096,서울특별시 숭인동 1421-2,37.57361770000001,127.0223708
3137,서울특별시 숭인동 181-105,37.5767242,127.0197
1,서울특별시 명륜3가 1-102,37.5894713,126.9952537
6779,서울특별시 옥인동 56,37.5820939,126.9676978
441,서울특별시 창신동 601-7,37.5776022,127.0097344
9776,서울특별시 숭인동 1392-1,37.573564,127.0227246
5784,서울특별시 숭인동 318-2,37.5713339,127.0167121
9293,서울특별시 무악동 88,37.5757367,126.959609
8090,서울특별시 평창동 66-1,37.6096858,126.9759196
4879,서울특별시 숭인동 1421,37.5737457,127.0223679
9533,서울특별시 장충동2가 193-29,37.5592554,127.0016717
7921,서울특별시 신당동 842,37.554768,127.0147101
3769,서울특별시 신당동 404-2,37.5601153,127.0115783
3225,서울특별시 신당동 432-1952,37.5514155,127.0052074
5606,서울특별시 신당동 843,37.5581685,127.0178958
10270,서울특별시 신당동 292-35,37.5621348,127.0158118
1878,서울특별시 신당동 844,37.5490132,127.0092806
5659,서울특별시 신당동 849,37.5627382,127.0168718
5512,서울특별시 신당동 290-42,37.5615446,127.0160379
1726,서울특별시 신당동 333-26,37.5561109,127.0149878
9290,서울특별시 신당동 432-502,37.5510607,127.0058708
8643,서울특별시 신당동 432-2013,37.55037,127.0054341
43,서울특별시 신당동 432-2001,37.5505965,127.0059461
2174,서울특별시 신당동 432-498,37.5510591,127.0061351
12110,서울특별시 신당동 840,37.55997170000001,127.0217595
7085,서울특별시 순화동 151,37.5601765,126.9720654
5594,서울특별시 중림동 200,37.5581158,126.9653067
6578,서울특별시 중림동 149,37.5595871,126.9672574
2645,서울특별시 만리동1가 62-7,37.5550165,126.9672217
9236,서울특별시 회현동1가 100-12,37.5568679,126.9803311
5839,서울특별시 회현동1가 146-1,37.5562246,126.98252
2397,서울특별시 산림동 207-2,37.5675231,126.9954275
11226,서울특별시 신당동 113-5,37.5641833,127.0176459
3230,서울특별시 신당동 432-579,37.551526,127.005296
4264,서울특별시 신당동 432-1979,37.5506313,127.005393
2116,서울특별시 신당동 432-1982,37.55071239999999,127.0055436
9058,서울특별시 신당동 432-1970,37.55112099999999,127.0055504
10255,서울특별시 신당동 290-90,37.5610432,127.0157499
7023,서울특별시 신당동 432-2006,37.5503819,127.0057442
396,서울특별시 신당동 432-806,37.5519644,127.0065428
10888,서울특별시 신당동 432-1061,37.55059079999999,127.0061679
10012,서울특별시 신당동 333-42,37.5565603,127.0140177
1876,서울특별시 신당동 366-126,37.5494486,127.0077871
1883,서울특별시 남산동2가 42,37.5586202,126.9853447
7427,서울특별시 인현동2가 192-30,37.5637573,126.9958058
4489,서울특별시 묵정동 11-67,37.5606814,127.0000529
7227,서울특별시 신당동 846,37.5623943,127.0172826
4263,서울특별시 신당동 432-657,37.5518491,127.0065126
6669,서울특별시 신당동 333-9,37.5562885,127.013858
2501,서울특별시 신당동 290-52,37.5613837,127.0156032
1869,서울특별시 신당동 432-1669,37.5487401,127.0053279
11223,서울특별시 신당동 432-1956,37.551115,127.0053488
2985,서울특별시 신당동 432-2164,37.5480412,127.0061197
500,서울특별시 흥인동 3-4,37.5674296,127.0165286
4653,서울특별시 순화동 215,37.5631523,126.9696552
10055,서울특별시 충무로4가 120-3,37.5624022,126.9959393
5642,서울특별시 을지로5가 39-1,37.5673637,127.0027688
7101,서울특별시 신당동 432-2000,37.5505663,127.0057349
11118,서울특별시 신당동 432-2837,37.5488182,127.0063288
9904,서울특별시 황학동 981,37.5671904,127.0225182
565,서울특별시 신당동 432-2008,37.5505193,127.0055471
1435,서울특별시 신당동 122-1,37.5644227,127.0180103
5513,서울특별시 신당동 290-44,37.5612826,127.0158704
7231,서울특별시 신당동 850,37.5592001,127.019505
1522,서울특별시 신당동 432-970,37.5505779,127.006384
9531,서울특별시 장충동1가 105-1,37.5599362,127.0067744
10647,서울특별시 신당동 294-12,37.5602812,127.0146958
7918,서울특별시 신당동 372-13,37.5536227,127.0110498
10808,서울특별시 신당동 432-1132,37.5530924,127.0073412
11231,서울특별시 신당동 113-7,37.5639593,127.0173784
11117,서울특별시 신당동 432-1632,37.548869,127.0060015
4178,서울특별시 신당동 407-7,37.5586651,127.0092972
485,서울특별시 만리동1가 56-11,37.5569549,126.9656914
6068,서울특별시 장충동1가 104,37.5600354,127.0072097
9532,서울특별시 장충동1가 106-1,37.5594934,127.0072579
3552,서울특별시 신당동 217-95,37.5693443,127.0137721
4024,서울특별시 황학동 2545,37.5709778,127.021434
5293,서울특별시 중림동 355,37.5606355,126.9683413
10517,서울특별시 묵정동 11-2,37.5607789,127.0006888
9597,서울특별시 정동 18-1,37.5672853,126.9703425
2050,서울특별시 신당동 67-129,37.5622974,127.0205539
1981,서울특별시 신당동 432-1653,37.5497321,127.0052556
4927,서울특별시 신당동 407-17,37.5588,127.0087412
7919,서울특별시 신당동 377-26,37.5578555,127.0109506
4626,서울특별시 필동3가 62-16,37.5562353,126.9958727
7938,서울특별시 만리동2가 116-4,37.5542362,126.9647297
5757,서울특별시 예장동 9,37.5598377,126.9915863
10226,서울특별시 산림동 207-1,37.5680476,126.9953684
10809,서울특별시 신당동 413-4,37.5584817,127.0105868
11203,서울특별시 필동1가 51-11,37.5613534,126.9935799
7458,서울특별시 신당동 432-1972,37.5509156,127.0054535
44,서울특별시 신당동 432-904,37.551391,127.0059651
1873,서울특별시 충무로4가 306,37.5625468,126.9977687
7459,서울특별시 신당동 432-1957,37.5510315,127.005185
1521,서울특별시 신당동 432-986,37.5508104,127.0064768
1881,서울특별시 남대문로5가 827,37.5538322,126.9757901
11707,서울특별시 신당동 845,37.5634626,127.0259393
10491,서울특별시 신당동 432-479,37.5515303,127.006355
1860,서울특별시 신당동 432-1666,37.5491432,127.0048253
11044,서울특별시 신당동 432-921,37.5508819,127.0058088
40,서울특별시 신당동 372-66,37.5522015,127.0119446
26,서울특별시 신당동 217-96,37.5694413,127.0132598
7673,서울특별시 회현동2가 87,37.5594019,126.9832186
12507,서울특별시 황학동 882,37.5667412,127.0224954
928,서울특별시 남창동 205-44,37.5567938,126.9776017
1858,서울특별시 회현동1가 206,37.5591263,126.9806365
11005,서울특별시 회현동1가 97-2,37.558335,126.9797075
10250,서울특별시 신당동 852,37.5604482,127.0167306
1859,서울특별시 회현동1가 208,37.5582581,126.9819219
1995,서울특별시 신당동 290-67,37.5613908,127.0162067
12508,서울특별시 황학동 2523,37.5661712,127.0219095
429,서울특별시 만리동1가 231,37.5558918,126.9669542
3835,서울특별시 신당동 851,37.5616188,127.0227206
5002,서울특별시 회현동1가 147-20,37.5557093,126.981848
11583,서울특별시 황학동 787,37.5671056,127.0232987
14,서울특별시 황학동 1544,37.5692644,127.0215682
11047,서울특별시 신당동 432-922,37.5509095,127.0058907
10564,서울특별시 오장동 90-24,37.5640976,126.9998984
383,서울특별시 황학동 819,37.5665824,127.0232706
9596,서울특별시 정동 15-6,37.5682891,126.9707732
3076,서울특별시 흥인동 119,37.5658402,127.0154683
7229,서울특별시 신당동 160-5,37.5649714,127.0233353
10228,서울특별시 흥인동 13-1,37.5668612,127.0171104
10672,서울특별시 신당동 313-8,37.5592642,127.0169903
3933,서울특별시 황학동 1005,37.5672832,127.021568
2909,서울특별시 순화동 217,37.5635909,126.9703714
10516,서울특별시 충무로5가 36-2,37.5633899,126.9999538
7230,서울특별시 신당동 140-23,37.5653775,127.0212159
15,서울특별시 황학동 1546,37.5691623,127.0215576
12560,서울특별시 후암동 1-20,37.5522461,126.9770832
6714,서울특별시 신창동 102,37.53618,126.9540305
11293,서울특별시 산천동 204,37.5357553,126.950213
4070,서울특별시 산천동 193,37.5350017,126.9505935
639,서울특별시 원효로4가 178,37.534082,126.9485823
11106,서울특별시 원효로4가 109-4,37.5327007,126.9541669
11283,서울특별시 원효로4가 128-1,37.5336548,126.9514712
7830,서울특별시 효창동 130-2,37.5408393,126.9600175
2547,서울특별시 효창동 5-258,37.5418337,126.9580953
5553,서울특별시 도원동 23,37.538296,126.955317
9221,서울특별시 문배동 3-3,37.53861310000001,126.9703323
8546,서울특별시 한강로2가 417,37.533969,126.9709302
11273,서울특별시 한강로2가 2-11,37.5315577,126.9690797
7174,서울특별시 한강로3가 63-387,37.5261582,126.9698833
9253,서울특별시 이촌동 412,37.5200745,126.9779378
11263,서울특별시 이촌동 404,37.5215846,126.9702868
9251,서울특별시 이촌동 426,37.5172356,126.9768111
12054,서울특별시 이촌동 301-160,37.5185916,126.9808381
11278,서울특별시 이촌동 300-23,37.5193297,126.9750267
693,서울특별시 이촌동 402,37.5192334,126.9774684
2426,서울특별시 이촌동 395,37.5252179,126.9549286
11264,서울특별시 이촌동 415,37.5222166,126.9694754
8509,서울특별시 이촌동 300-11,37.5171578,126.9782418
8543,서울특별시 이태원동 669,37.5385051,126.9925224
11393,서울특별시 한남동 29-4,37.5345477,127.0090806
7851,서울특별시 한남동 684-85,37.53440810000001,127.0006451
11323,서울특별시 한남동 72-1,37.5344703,127.0078999
2076,서울특별시 한남동 684-82,37.5344274,127.0008605
4060,서울특별시 한남동 802,37.529719,127.0083323
10727,서울특별시 한남동 644-2,37.53290519999999,127.0042135
7296,서울특별시 서빙고동 241-21,37.5180976,126.9875013
7271,서울특별시 보광동 448,37.5258599,127.0018513
9844,서울특별시 보광동 260-6,37.5280054,126.999653
12561,서울특별시 후암동 423-1,37.5518414,126.97579
3529,서울특별시 동자동 19-8,37.5511165,126.9750618
7829,서울특별시 청파동1가 1-36,37.549444,126.9669786
5425,서울특별시 원효로4가 118-16,37.5327153,126.9503809
12554,서울특별시 효창동 272,37.542327,126.9591968
12552,서울특별시 효창동 3-4,37.54858309999999,126.9625481
2983,서울특별시 도원동 3-7,37.53894409999999,126.9584226
5652,서울특별시 용문동 38-76,37.5372586,126.9566989
9218,서울특별시 문배동 7-6,37.5380657,126.969827
2683,서울특별시 한강로1가 64,37.5371752,126.9729851
8615,서울특별시 한강로3가 91,37.5254333,126.9598213
3199,서울특별시 이촌동 418,37.52118189999999,126.9665238
426,서울특별시 이촌동 430,37.5199471,126.9711075
5370,서울특별시 이촌동 302-86,37.5213245,126.9643919
1866,서울특별시 이태원동 729,37.540709,126.9888252
9800,서울특별시 이태원동 728,37.54259649999999,126.9893971
12650,서울특별시 한남동 1-44,37.5384646,127.0137184
4061,서울특별시 한남동 258,37.533577,127.008679
11330,서울특별시 한남동 807,37.5284409,127.0038474
7149,서울특별시 한남동 1-349,37.5391753,127.0123714
6566,서울특별시 한남동 263-10,37.53421,127.0086364
1682,서울특별시 서빙고동 296,37.5228576,126.9919739
4055,서울특별시 보광동 151,37.5242895,127.0008585
5672,서울특별시 후암동 123-51,37.5494411,126.9755502
4446,서울특별시 청파동1가 84-3,37.5477626,126.9677909
11646,서울특별시 청파동3가 132-68,37.5430154,126.9627936
4911,서울특별시 청파동3가 132-15,37.5426313,126.9635061
12557,서울특별시 효창동 5-49,37.5414859,126.9628041
12551,서울특별시 효창동 5-47,37.5415622,126.9632397
6738,서울특별시 효창동 268,37.5407476,126.9569636
8353,서울특별시 효창동 5-262,37.5415835,126.957763
3915,서울특별시 효창동 5-606,37.5417985,126.9642808
6763,서울특별시 효창동 5-17,37.54241469999999,126.9637931
9985,서울특별시 문배동 17-1,37.5374393,126.9673618
369,서울특별시 문배동 24-6,37.5360841,126.9691709
5460,서울특별시 문배동 40-19,37.5383459,126.969048
5428,서울특별시 한강로1가 231-23,37.5338261,126.9732955
8540,서울특별시 한강로3가 63-389,37.525111,126.9691452
3322,서울특별시 이촌동 411,37.5239353,126.9580329
671,서울특별시 이촌동 193-5,37.5232561,126.959588
12213,서울특별시 이촌동 400,37.5233236,126.9575763
3888,서울특별시 이촌동 301-10,37.5200574,126.9745365
1040,서울특별시 이촌동 302-53,37.52074,126.9690112
7075,서울특별시 이촌동 301-155,37.5218174,126.9671257
9576,서울특별시 이촌동 300-10,37.518049,126.9787035
8728,서울특별시 이촌동 399-1,37.5216748,126.9683635
12141,서울특별시 한남동 737-28,37.5350849,126.9979075
9462,서울특별시 한남동 732-19,37.5341617,126.9980392
2406,서울특별시 한남동 808,37.5349834,127.0013575
482,서울특별시 동빙고동 1-3,37.5263829,126.9968137
1454,서울특별시 서빙고동 293,37.523036,126.9913102
7652,서울특별시 후암동 244-86,37.54982,126.9778332
8354,서울특별시 후암동 244-87,37.5494942,126.9780618
9726,서울특별시 도원동 3-4,37.5391362,126.9580957
9217,서울특별시 문배동 11-14,37.5374922,126.9696582
4953,서울특별시 한강로2가 2-8,37.5321919,126.9697635
8875,서울특별시 한강로3가 16-20,37.5333602,126.960836
9568,서울특별시 한강로3가 82,37.5339886,126.9636941
7696,서울특별시 한강로3가 89,37.5234515,126.9639555
5760,서울특별시 이촌동 300-301,37.5184619,126.9760381
643,서울특별시 이촌동 193-3,37.5235189,126.9592414
4680,서울특별시 이촌동 301-170,37.5170229,126.9820518
9254,서울특별시 이촌동 414,37.5190172,126.9800206
12530,서울특별시 한남동 799,37.5330078,127.0122213
8448,서울특별시 한남동 657-33,37.5339573,127.0009583
2491,서울특별시 한남동 809,37.5387685,127.0033656
12201,서울특별시 동빙고동 1-14,37.5264955,126.996665
7580,서울특별시 후암동 302,37.5494326,126.980242
11645,서울특별시 청파동3가 132-50,37.542993,126.9626237
3914,서울특별시 원효로1가 17-66,37.5414754,126.9669739
8874,서울특별시 원효로2가 94-2,37.5350232,126.9615767
393,서울특별시 청암동 181,37.5350071,126.9472312
7871,서울특별시 문배동 24-21,37.5367533,126.9685517
8544,서울특별시 한강로2가 2-185,37.533371,126.9673883
11290,서울특별시 한강로3가 16-85,37.5315337,126.9555999
4048,서울특별시 이촌동 300-27,37.5201633,126.9719462
3875,서울특별시 이촌동 300-3,37.5190638,126.9733261
10464,서울특별시 이태원동 22-2,37.52994750000001,126.9948071
12654,서울특별시 후암동 244-88,37.5494304,126.9782432
11520,서울특별시 용산동2가 47-17,37.53984,126.9869395
12480,서울특별시 효창동 5-45,37.5416375,126.9636637
10219,서울특별시 한강로3가 65-500,37.5235493,126.9691134
10648,서울특별시 이촌동 302-28,37.5209726,126.9649742
7114,서울특별시 한남동 737-60,37.5352258,126.9975586
11327,서울특별시 한남동 723-3,37.5381415,127.0055259
5673,서울특별시 후암동 143-23,37.5483464,126.9742954
12653,서울특별시 후암동 244-91,37.5491155,126.9791435
463,서울특별시 청암동 64-1,37.5352952,126.9479569
9252,서울특별시 이촌동 206-27,37.5270531,126.9543232
4615,서울특별시 이촌동 302-54,37.5204385,126.9690913
10810,서울특별시 효창동 5-1,37.5424964,126.9643008
4616,서울특별시 이촌동 302-48,37.5200736,126.9694415
11270,서울특별시 한강로3가 65-230,37.5231424,126.9629534
5266,서울특별시 이촌동 422,37.5273075,126.9537948
9479,서울특별시 이촌동 302-64,37.5200744,126.9676856
8552,서울특별시 용산동2가 47-5,37.5424254,126.9878785
3913,서울특별시 원효로1가 17-5,37.5415056,126.9665524
2825,서울특별시 용문동 38-213,37.5383147,126.9584269
2006,서울특별시 동빙고동 310-10,37.5278643,126.9935739
7826,서울특별시 동빙고동 1-44,37.5284506,126.9953575
9385,서울특별시 효창동 5-72,37.5411674,126.9637864
8547,서울특별시 한강로1가 50-1,37.5366258,126.9726624
3444,서울특별시 이촌동 434,37.5269315,126.9550572
8842,서울특별시 효창동 5-127,37.5424094,126.9608362
4176,서울특별시 이태원동 198-16,37.5374793,126.9902046
12296,서울특별시 한남동 27-2,37.53455,127.0107509
464,서울특별시 청암동 64-29,37.5354601,126.9476037
12553,서울특별시 효창동 5-495,37.54201279999999,126.9618125
5046,서울특별시 이촌동 435,37.5202686,126.9687693
12212,서울특별시 한남동 805,37.5276854,127.0048333
2268,서울특별시 이태원동 102-12,37.5360768,126.9945181
2095,서울특별시 후암동 426,37.5512624,126.9752114
9643,서울특별시 이촌동 302-69,37.5208337,126.9671752
10569,서울특별시 이촌동 302-62,37.5208583,126.9680443
1870,서울특별시 한남동 726-74,37.5443155,127.0014868
1874,서울특별시 후암동 1-10,37.5525131,126.9781485
9744,서울특별시 후암동 438-7,37.5527756,126.9771157
12558,서울특별시 효창동 5-145,37.5418384,126.9577361
8548,서울특별시 용산동5가 24,37.5242741,126.9706849
8549,서울특별시 용산동5가 24-1,37.52331830000001,126.9728164
9929,서울특별시 이촌동 300-261,37.5179953,126.9774302
11324,서울특별시 한남동 686-30,37.5337031,126.9992905
8449,서울특별시 한남동 665-2,37.5336637,127.0008077
42,서울특별시 동빙고동 42-17,37.5230003,126.9962041
11148,서울특별시 후암동 55-20,37.5496639,126.9790537
9219,서울특별시 문배동 11-29,37.5378835,126.9703955
9,서울특별시 이태원동 124-12,37.5350808,126.9966356
3921,서울특별시 한남동 1-297,37.5324805,127.0098433
3583,서울특별시 갈월동 6-48,37.5486759,126.9736002
9220,서울특별시 문배동 40-39,37.5388459,126.9698017
489,서울특별시 이태원동 124-13,37.535046,126.9963783
10910,서울특별시 한남동 26-10,37.534258,127.0108729
1613,서울특별시 원효로3가 124-1,37.53388770000001,126.9574842
9256,서울특별시 이태원동 730,37.5332063,126.9927383
10544,서울특별시 보광동 35-5,37.5268547,127.0036045
1971,서울특별시 이촌동 302-45,37.5202137,126.9699739
10911,서울특별시 한남동 26-5,37.5339801,127.0103669
10936,서울특별시 동빙고동 1-72,37.5276132,126.9955585
12200,서울특별시 동빙고동 1-67,37.5272616,126.995627
453,서울특별시 주성동 43-21,37.52282,126.9984959
12550,서울특별시 효창동 11-168,37.5392546,126.9623689
12134,서울특별시 효창동 5-11,37.5409884,126.9643934
11280,서울특별시 보광동 208-1,37.5256497,126.9979853
5299,서울특별시 후암동 458,37.5513257,126.9762545
32,서울특별시 동빙고동 310-17,37.5281009,126.9929294
12555,서울특별시 효창동 5-158,37.5421588,126.9604526
11322,서울특별시 한남동 522-1,37.5302973,127.0077385
7419,서울특별시 한남동 96-3,37.5315166,127.0071168
9890,서울특별시 이태원동 124-1,37.5349939,126.9968947
12209,서울특별시 한남동 550,37.5284287,127.0059252
12657,서울특별시 동빙고동 1-30,37.5269965,126.9963922
12562,서울특별시 후암동 244-106,37.5491969,126.9780252
12556,서울특별시 효창동 274,37.5401197,126.958209
11275,서울특별시 서빙고동 241-47,37.5195002,126.9926038
11271,서울특별시 이촌동 302-63,37.5205034,126.9681208
10116,서울특별시 이태원동 252-1,37.5401468,126.9907736
4091,서울특별시 원효로1가 133-3,37.5382753,126.9673632
9739,서울특별시 이촌동 302-61,37.5210732,126.968421
9928,서울특별시 이촌동 300-17,37.5181273,126.9770181
11872,서울특별시 후암동 244-5,37.5480237,126.9781237
8542,서울특별시 신계동 48,37.5358957,126.9669677
10610,서울특별시 이촌동 302-140,37.5206012,126.9654548
4090,서울특별시 문배동 40-31,37.537904,126.9679831
12548,서울특별시 청파동3가 132-13,37.5427191,126.9638406
12520,서울특별시 효창동 3-3,37.5486152,126.9627776
5310,서울특별시 용문동 90,37.5362653,126.9591989
7147,서울특별시 이촌동 211-2,37.5297397,126.9532842
7179,서울특별시 한강로3가 65-7,37.5243967,126.9662815
10980,서울특별시 이태원동 352,37.5367687,126.9881332
41,서울특별시 후암동 41-1,37.5509603,126.979409
11326,서울특별시 한남동 825,37.539139,127.0032855
4595,서울특별시 후암동 55-24,37.5500249,126.9790702
2,서울특별시 한남동 1-35,37.535878,127.0116789
7850,서울특별시 효창동 5-42,37.54185409999999,126.9631836
11128,서울특별시 문배동 24-8,37.5367051,126.9695385
2496,서울특별시 용문동 38-235,37.5372668,126.9558558
7816,서울특별시 한강로2가 419,37.5276159,126.9688567
8545,서울특별시 문배동 24-4,37.5371338,126.968361
6879,서울특별시 동자동 45,37.551671,126.9732103
12559,서울특별시 효창동 3-197,37.5475034,126.9629106
11320,서울특별시 한남동 810,37.5369714,127.0094904
7825,서울특별시 한남동 4-18,37.5372989,127.0120952
8984,서울특별시 한남동 657-107,37.53415,127.0055541
4280,서울특별시 후암동 244-90,37.5492089,126.9788688
12492,서울특별시 후암동 244-99,37.5486016,126.979104
8539,서울특별시 원효로1가 41,37.5402095,126.9700966
8541,서울특별시 문배동 11-10,37.5377774,126.9688139
4069,서울특별시 산천동 194,37.5353617,126.9523534
9455,서울특별시 이촌동 203-14,37.5261669,126.955822
3826,서울특별시 이촌동 436,37.5171781,126.9799908
12320,서울특별시 후암동 244-143,37.5495186,126.9786624
2514,서울특별시 신창동 77-27,37.5370909,126.9552608
11321,서울특별시 한남동 1-51,37.5364025,127.0124687
11503,서울특별시 하왕십리동 990,37.5623522,127.0283789
1484,서울특별시 하왕십리동 1058,37.5584807,127.0233012
1687,서울특별시 하왕십리동 1052,37.5613833,127.0258558
10225,서울특별시 하왕십리동 258,37.5687032,127.0316644
11708,서울특별시 하왕십리동 1050,37.5630998,127.0268121
4485,서울특별시 하왕십리동 992,37.561157,127.0278801
11090,서울특별시 하왕십리동 1061,37.5589659,127.0253152
12396,서울특별시 홍익동 119-1,37.56663,127.0337984
10223,서울특별시 홍익동 53,37.5674701,127.0313862
5568,서울특별시 마장동 817,37.5661613,127.0401272
10729,서울특별시 마장동 829,37.5671802,127.0458714
1695,서울특별시 마장동 820,37.5630079,127.0406648
2524,서울특별시 마장동 825,37.5668274,127.038633
